Text
"For years, Carlson has amplified talking points from the far-right fringe. Last spring, he caused an uproar when he… https://t.co/TKfdM6eMq4"
Tucker Carlson has weaponized his viewers' fears to create what may be the most racist show in the history of cable… https://t.co/AxWRfEkfb0
"Xiomara Castro, la primera mujer al frente del país, se esfuerza por impulsar su programa feminista 14 años después… https://t.co/HzWBJTKO9S"
"Xiomara Castro, Honduras’s first female president, came to power pledging to relax some of the world’s steepest res… https://t.co/PUD2K2crEV"
Four Canadian military cadets who were weeks away from graduating died early Friday morning after their car plunged… https://t.co/gbBZa8sl1x
"Arkansas is suing Family Dollar, claiming the value-store chain knew of a “massive and long-lasting” rodent infesta… https://t.co/z53ay4WAB9"
An evacuation of civilians from Mariupol was underway on Sunday as women and children confined to bunkers beneath a… https://t.co/33cbWX6z60
"In Opinion
Donald Trump Jr. “clearly inherited the family flair for showmanship,” @mcottle writes from Ohio, where… https://t.co/q7BYXV1lvn"
"Three University of Oklahoma meteorology students died in a car crash on Friday night on a return trip from Kansas,… https://t.co/C7LuNyPju9"
"Jony Ive, the former Apple design chief who helped give the world candy-colored computers, walked out the door as T… https://t.co/0eWCY0v94Y"
"Read the key takeaways from our investigation, which shows how intertwined Carlson's rise has been with the transfo… https://t.co/fn8YqQ9cek"
"The New York Times analyzed more than 1,150 episodes of “Tucker Carlson Tonight.” Our investigation reveals how Car… https://t.co/zZKMUaAqXu"
"In many ways, “Tucker Carlson Tonight” is the apex of a programming and editorial strategy that has transformed the… https://t.co/s5j0yk6iif"
Carlson faced boycotts. Sponsors fled. But his popularity allowed him to fend off external critics and those within… https://t.co/VK2MnFRKld
"At Fox, Carlson defended his turf. He confronted a reporter who went to HR about some of his on-air comments.

""Shu… https://t.co/oXF5zKYFbo"
Carlson's show set off arguments at Fox. When he claimed South Africa’s white farmers were “being targeted in a wav… https://t.co/lVYZrNcmUS
"After Trump's victory, Carlson told friends and co-workers he needed to find a way to reach the Trump faithful with… https://t.co/XlOvGUwcnw"
"Tucker Carlson is the champion of the most ardent Donald Trump followers. After 2016, his show focused on the emoti… https://t.co/7NpzTqwKsK"
"Ukrainian soprano Liudmyla Monastyrska sang the title role in “Turandot” at the Metropolitan Opera on Saturday, rep… https://t.co/9QGwB9QYG2"
"With Covid cases accumulating in Beijing, officials over the weekend introduced sweeping new restrictions while sto… https://t.co/J2E4874Xu1"
"Nancy Pelosi made an unannounced visit to Ukraine’s capital Saturday, becoming the highest-ranking U.S. official to… https://t.co/k7GptyB8NE"
"Fuad El-Hibri, whose biotech company won billions of dollars in government contracts to manufacture a vaccine again… https://t.co/KV2NIH3qAJ"
We deleted an earlier tweet that had outdated information.
"The outbreak at a Colorado facility has killed nearly 100 horses since Saturday. On Thursday, the Bureau of Land Ma… https://t.co/53NZWXuTXw"
The Mother's Day gifts @wirecutter recommends are all but guaranteed to surprise and delight.… https://t.co/kALuBuX79e
"Throughout London, cafes and shops bustle, new bars and restaurants have opened and city squares teem with life. He… https://t.co/GJNZ7t6B8T"
It’s not easy to find sustainable accommodations beyond those forgoing plastic shampoo bottles. These hotels are de… https://t.co/xigROG3wDr
"Use this crunchy, flaky tart recipe as a template for any ripe summer fruit you have. https://t.co/MMjYNMCyG6 https://t.co/o74yL4NQIM"
Delta Air Lines diverted a shipment of five million honeybees bound for Alaska to Atlanta and left the bee shipment… https://t.co/rbfiySMi5G
Being intentional about reducing food waste can feel daunting when you're just trying to get dinner on the table. T… https://t.co/d22YKO6RML
This Japanese steakhouse and hibachi inspired fried-rice dish is a quick and comforting meal that comes together in… https://t.co/pNB768xqX6
"Dear @wirecutter,
""The lighting in my windowless bathroom is a mishmash of bulbs that came with my apartment when I… https://t.co/HMxfzt46vc"
"Tucker Carlson, the host of the most-watched show on prime-time cable news, uses a simple narrative to instill fear… https://t.co/FR9Tw51Rzm"
"“There’s definitely a sci-fi element to it,” an engineer who worked on Perseverance’s parachute system said of phot… https://t.co/VCr74q56U2"
This classic is like penne alla vodka — with ham. That makes it a more savory and more filling one-dish weeknight m… https://t.co/2IxH28S0EY
Some of New York’s nightlife scenes are less about dancing and more about eating. https://t.co/VyVf3IEJNj https://t.co/4l1A3SQX1r
Are travelers missing out by not playing the convoluted credit-card game in search of first-class tickets?… https://t.co/FuJfsUXX1e
"As is true throughout rural Japan, many of the once-vibrant villages on the Kii Peninsula are aging into nothingnes… https://t.co/QCwZ1tFkmh"
Sports gambling once evoked casinos and currency counters and smoky back rooms with college football playing on cat… https://t.co/DsTt6c4Jhu
"Vanessa Bayer's new sitcom ""I Love That For You,"" which premieres on Showtime this weekend, draws on the ""Saturday… https://t.co/8BEvc5M1sA"
"Besieged by multiplying scandals and salacious accusations, Representative Madison Cawthorn, Republican of North Ca… https://t.co/jVw8SFPxon"
"Now in his 70s, Henry Winkler, the pop culture icon, has found his true calling on ""Barry"" as the king of character… https://t.co/KgEeiomzUL"
"In Opinion
""Criminalization and coercion have helped create a patchwork of addiction programs that is harsh, low qu… https://t.co/n8M6xp2kzN"
"One thing that unites conservatives and liberals? No matter how loudly they denounce the social media platform, the… https://t.co/w8y27STS5Z"
"In Opinion

It is time to raise interest rates, writes the editorial board. ""Prices are outpacing wage growth for m… https://t.co/jSjsw2moao"
"Naomi Judd, of the Grammy-winning country duo The Judds and the mother of Wynonna and Ashley Judd, died on Saturday… https://t.co/TrrxAnKnxW"
"""It's much easier with the counter"": Many Muslims around the world have long used prayer beads for praises. But inc… https://t.co/VVBbhs6h3z"
"Readers of ""Anna,"" a semi-authorized biography of the Vogue editor Anna Wintour that is the product of over 250 int… https://t.co/hcBbAQuaOo"
A 22-year-old woman developed painful ulcers and infections in and around her urinary tract. The pain was so terrib… https://t.co/Y4rBIzAHz9
"In Opinion

@janecoaston writes that it's time to get over our Twitter obsession: ""The fact is, Twitter just doesn’… https://t.co/h5MfGI3QmF"
"A man in a lab coat showed up with Russian soldiers at a Ukrainian museum. When they left, priceless gold artifacts… https://t.co/GPdlawtVax"
"It is certainly not the best of times. As people look for someone to blame, a culprit emerged in the form of a fish… https://t.co/CTu6RQa669"
"With his bravura meta-musical, “A Strange Loop,” the Pulitzer-winning playwright Michael R. Jackson is showing Broa… https://t.co/rvVC7pVWgX"
"Justin Green, the underground cartoonist who channeled his Catholic guilt and childhood neuroses into the raw, inti… https://t.co/FiSWFyCo4a"
"A New York Times analysis of 1,150 episodes reveals how Tucker Carlson pushes extremist ideas and conspiracy theori… https://t.co/84JP5VnBPr"
"Why is there so little Method acting in movies today? On Still Processing, co-host @Wesley_Morris and critic Isaac… https://t.co/RM4qWpPxEt"
"Aaron von Ehlinger, a former Idaho state representative, was convicted of raping a 19-year-old legislative intern a… https://t.co/M4EBm3Ygjk"
Alabama authorities are searching for a corrections officer and a murder suspect who were last seen on Friday leavi… https://t.co/D3vXZdSUDU
Top lawyers for Texas Gov. Greg Abbott and the state's attorney general met this month to debate whether to seize b… https://t.co/TAE6b1rfYh
"A Michigan man accused of attempting to intimidate Black Lives Matter supporters has been charged with hate crimes,… https://t.co/wWtbSdgsyJ"
"C. Vivian Stringer, the Hall of Fame women’s basketball coach at Rutgers University, said Saturday that she would r… https://t.co/1zld3AW94s"
"In just 11 days, Twitter's board went from installing a poison pill to agreeing to sell to Elon Musk. It was highly… https://t.co/p3yCzxoJpr"
Carlson’s segments often end up in the same place: the destruction of society (600 episodes). He devoted five times… https://t.co/4IKH6kr32j
"As the number of opposing guests on Carlson’s show shrank, the length of his monologues has become far longer — typ… https://t.co/8bV5lEmh23"
"In earlier years, Carlson regularly interviewed guests who debated him on issues, but he has recently devoted far l… https://t.co/yYMFLkamgg"
Carlson has used rhetoric related to an unfounded racist conspiracy theory that falling birthrates and immigration… https://t.co/0hHb8pMwqd
Carlson has promoted the idea of discrimination against white people (in more than 600 episodes) and has warned of… https://t.co/bfcXE4vrCX
"Carlson referred to this “ruling class” in more than 800 of his 1,150 episodes from the beginning of his show in No… https://t.co/CdX0IpEKnZ"
"According to Carlson, “they” include Democratic (and some Republican) officials, members of the media, Big Tech exe… https://t.co/mIaHOv2Hue"
"On Carlson’s show, he pits the “ruling class” (what he often refers to as “they”) against “you,” his viewers, who a… https://t.co/4qEW8VFYrK"
"Tucker Carlson, the host of the most-watched show on prime-time cable news, uses a simple narrative to instill fear… https://t.co/rX4w5XLzNH"
While vetting Brian Benjamin — the former New York lieutenant governor who was arrested this month — Gov. Kathy Hoc… https://t.co/d6uEOq34tb
"If the Irish nationalist party, Sinn Fein, wins the most seats in parliamentary elections on Thursday, it would be… https://t.co/vWuBm3K6xW"
Children who grew up in the U.S. under the protection of their parents’ temporary visas do not qualify for the DACA… https://t.co/lfeWHD2w1A
Elon Musk is in another fight about free speech — in the Supreme Court. He joined a little-noticed amicus brief tha… https://t.co/ZbtYuPXoXd
"A second woman has accused Charles Herbster, the Republican candidate for governor in Nebraska endorsed by former P… https://t.co/tlQrwWyxK8"
"Berkshire Hathaway, the conglomerate run by Warren Buffett, reported on Saturday that it lost nearly $1.6 billion i… https://t.co/Q1JqdxTwSo"
A recent series of attacks in Russia have been some of the most opaque developments in the war. If carried out by U… https://t.co/df8DTiMROP
"A tornado that tore through a city outside Wichita, Kan., on Friday damaged dozens of properties, ripping through h… https://t.co/o6YhczPlZ4"
"Read key takeaways from our investigation, which shows how intertwined Carlson's rise has been with the transformat… https://t.co/ap7jw8cA9z"
"The New York Times analyzed more than 1,150 episodes of “Tucker Carlson Tonight.” Our investigation reveals how Car… https://t.co/PfyiaRYlAF"
"Like the Republican Party, Fox News has sought to wring returns out of a declining audience: the older white conser… https://t.co/SYcZKFrAO8"
"Though Carlson frequently declares himself an enemy of prejudice, his show teaches loathing and fear. He has adopte… https://t.co/skv90PRcHe"
"Tucker Carlson has constructed what is, by some measures, the most successful show in the history of cable news. It… https://t.co/3XNEZ9bTF7"
"The most comprehensive gun tracing study in decades found that from 2014 to 2020, six small retailers in Philadelph… https://t.co/PIXjCP1oA6"
Russian forces normally based in the nation's far-eastern reaches are being deployed to the main battle front in Uk… https://t.co/keWewSxO2T
"Before the war, Ukraine was the world’s largest exporter of sunflower oil. The conflict has paralyzed harvests. Now… https://t.co/OqvzYZQkI6"
Connecticut lawmakers approved a bill that would expand the field of people who can perform certain types of aborti… https://t.co/i3FVUX9ThQ
The first cannon pulled from Georgia’s Savannah River was a surprise. The next two piqued interest. By the time a d… https://t.co/QLTAi7IBmU
