Text
Caption this 😂😂😂😂 #RealityCheck #ComedicRockStarShit #LiveLoveLaugh https://t.co/lH1iExhmBj
We just keep getting better…. What are you waiting for fellas….Put a “F” on your chest damn it 💪🏾💪🏾💪🏾💪🏾💪🏾 Let’s goo… https://t.co/Ogv8x0w95Y
Much appreciated #RealityCheck 💪🏾💪🏾💪🏾 This tour is going to be special https://t.co/bfeIERy3sx
I’m a fan man….🕺🏾 https://t.co/QfJqk3WWSe
Caption this 😂😂😂😂😂 #SetLife https://t.co/4rsuELmx3d
10yr anniversary of “Think Like A Man”…. Wooooow. This movie changed my life. I love and appreciate this cast so mu… https://t.co/QmR8RSgsUz
In the kitchen cooking…. this movie is going to be special!!! #Lyft #Netflix #HartBeat https://t.co/CsUOoGaJcX
Just posted a photo https://t.co/zlrA77MhMo
Get the ONE…. @getvitahustle is amazing and all you need to fuel ur day!!!!! Health &amp; Wellness at its highest level… https://t.co/B3bFzXS1TX
#Harts https://t.co/LklT7VECrb
I will be headlining #EssenceFest and bringing my Reality Check tour to NOLA on June 30th at Smoothie King Center.… https://t.co/MvFvyqmDaW
Just posted a photo https://t.co/3mhQ6BJRpa
Just posted a photo https://t.co/x0mRCfv11f
The movie roles are changing people….Stay Tuned!!!!! Watch me work!!!! #Lift #Netflix #MoreThanaComedian https://t.co/scbbyDReYT
"Shows have been added on my “Reality Check” tour people….Chicago, Miami, Atlanta, Reno, Nashville, San Antonio, Det… https://t.co/NQrVNeOQZq"
I appreciate ya…I’m having a blast doing it!!!! #ComedyGoldMinds https://t.co/c2r19VXd2p
Just posted a photo https://t.co/F30iDy8zFM
Movie 🎥 Grind…. #ComedicRockStarShit https://t.co/Cz4bxQgiTd
Live Love Laugh #comedicrockstarshit https://t.co/BYK0a0dXyt
If you haven’t listened to my podcast “Comedy Gold Minds” yet… WHAT IN THE HELL ARE YOU WAITING FOR???? It’s great… https://t.co/7cCxDauX9D
I’m gone follow me …I don’t trust what y’all say….I would rather walk alone than walk with y’all and go the wrong w… https://t.co/7qAlVUeWBr
Just posted a photo https://t.co/afWQV9mc0H
